455.728330,1172.467720
645.604923,1218.810678
819.502259,1261.253597
979.356016,1300.268916
1126.801361,1336.255729
1263.229092,1369.553485
1389.829643,1400.452734
1507.627909,1429.203619
1583.980772,1429.678846
1699.038079,1399.418204
1821.968128,1367.086992
1953.607576,1332.465166
2094.915985,1295.300354
2246.999252,1255.301701
2411.138609,1212.132237
2588.826808,1165.399361
455.181590,1379.208532
645.654770,1416.582471
820.052196,1450.802086
980.326631,1482.250539
1128.126867,1511.251352
1264.854661,1538.079571
1391.709326,1562.970521
1509.723005,1586.126727
1586.253110,1586.269683
1701.668646,1561.127484
1825.001517,1534.260567
1957.095336,1505.485159
2098.917978,1474.590417
2251.585342,1441.333254
2416.390769,1405.431927
2594.841770,1366.558039
454.631391,1587.257622
645.704919,1615.550478
820.605319,1641.448529
981.302640,1665.243485
1129.459453,1687.181528
1266.488586,1707.471861
1393.598321,1726.293398
1511.828118,1743.800054
1588.536288,1743.607558
1704.312179,1723.633865
1828.050373,1702.286513
1960.601512,1679.418749
2102.941884,1654.862143
2256.197506,1628.422435
2421.673978,1599.874382
2600.893768,1568.955328
454.077698,1796.627448
645.755372,1815.725585
821.161655,1833.202494
982.284088,1849.256207
1130.799174,1864.053765
1268.130930,1877.737052
1395.496697,1890.427361
1513.943319,1902.228995
1590.830384,1901.697828
1706.968775,1886.943255
1831.114814,1871.171366
1964.126252,1854.273190
2106.987882,1836.123616
2260.835965,1816.578290
2426.988514,1795.469767
2606.983146,1772.602704
453.520480,2007.330626
645.806133,2017.118810
821.721233,2026.073661
983.271021,2034.297254
1132.146088,2041.875648
1269.781760,2048.881908
1397.404524,2055.378467
1516.068681,2061.418993
1593.135477,2060.545904
1709.638531,2051.061621
1834.194960,2040.921730
1967.669701,2030.055816
2111.056155,2018.383010
2265.500946,2005.809966
2432.334656,1992.228365
2613.110251,1977.511783
452.959701,2219.379934
645.857203,2219.741305
822.284080,2220.071820
984.263485,2220.375270
1133.500253,2220.654848
1271.441140,2220.913264
1399.321873,2221.152834
1518.204277,2221.375546
1595.451646,2220.157247
1712.321545,2215.994990
1837.290931,2211.544274
1971.232011,2206.774037
2115.146887,2201.648588
2270.192677,2196.126718
2437.712686,2190.160585
2619.275434,2183.694328
452.395329,2432.788313
645.908586,2423.604360
822.850226,2415.206880
985.261526,2407.498996
1134.861729,2400.399115
1273.109138,2393.838026
1401.248816,2387.756640
1520.350182,2382.104204
1597.778971,2380.537372
1715.017916,2381.749446
1840.402851,2383.045738
1974.813331,2384.435341
2119.260266,2385.928705
2274.911387,2387.537904
2443.122891,2389.276959
2625.479052,2391.162248
451.827327,2647.568871
645.960284,2628.719403
823.419699,2611.488864
986.265192,2595.677273
1136.230573,2581.116284
1274.785821,2567.663171
1403.185424,2555.196126
1522.506470,2543.610570
1600.117532,2541.691846
1717.727743,2548.331138
1843.530842,2555.432931
1978.413815,2563.047299
2123.396479,2571.231810
2279.657311,2580.052993
2448.565560,2589.588144
2631.721466,2599.927599
451.255662,2863.734886
646.012301,2835.098003
823.992529,2808.927912
987.274529,2784.919039
1137.606847,2762.814278
1276.471257,2742.395750
1405.131770,2723.477596
1524.673217,2705.900304
1602.467413,2703.626292
1720.451129,2715.746272
1846.675030,2728.712732
1982.033617,2742.617560
2127.555716,2757.566445
2284.430685,2773.681562
2454.040986,2791.104928
2638.003040,2810.002590
450.680297,3081.299805
646.064639,3042.751871
824.568746,3007.534287
988.289588,2975.233335
1138.990611,2945.501101
1278.165515,2918.042887
1407.087928,2892.607416
1526.850499,2868.979117
1604.828694,2866.346386
1723.188174,2884.001120
1849.835541,2902.892092
1985.672891,2923.153860
2131.738172,2944.941246
2289.231748,2968.433299
2459.549467,2993.838227
2644.324143,3021.399584
